mmsi,vessel_name,vessel_type,lat,lon,speed_knots,in_anchorage,is_delayed,snapshot_time,date,month,day_of_week,week_of_year,year,vessel_type_safe,terminal,origin_port,teu_load,utilization_rate,dwell_time_days,is_crisis_period,rolling_avg_turnaround,is_peak_season,is_weekend,vessel_type_enc,terminal_enc,origin_enc,predicted_turnaround,congestion_level
367422010,VALKYRIE,Feeder Container,33.73417,-118.27353,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
367189890,LOREN C             ,Feeder Container,33.75394,-118.22423,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,4,3,105.9,High
366760710,REDONDO             ,Feeder Container,33.74404,-118.20458,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,4,3,105.9,High
367719640,CATALINA PROVIDER   ,Feeder Container,33.71261,-118.25568,7.6,True,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,0,0,3,7,105.9,High
367006770,ROBYN J             ,Feeder Container,33.73279,-118.27284,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
369008000,ELIZABETH ANNE      ,Feeder Container,33.76106,-118.21927,7.2,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,4,6,105.9,High
367533290,MARIE CHERAMIE,Feeder Container,33.73448,-118.27075,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
367625810,DELTA AUDREY        ,Feeder Container,33.76696,-118.23595,5.7,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,4,6,105.9,High
338366226,V.A.POINT VICENTE   ,Feeder Container,33.74233,-118.24324,0.6,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
367765860,SEACRET             ,Feeder Container,33.75879,-118.18909,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Everport,Tokyo,2250.0,0.9,2.0,0,95.0,1,0,0,2,9,106.2,High
563245200,EVER MODE           ,Feeder Container,33.74573,-118.27197,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Hong Kong,2250.0,0.9,2.0,0,95.0,1,0,0,3,1,105.9,High
368159190,LB PILOT POLARIS 3  ,Feeder Container,33.74734,-118.21562,0.5,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,4,5,105.9,High
366760650,LEADER              ,Feeder Container,33.74024,-118.27809,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
366768030,STARSHIP EXPRESS    ,Feeder Container,33.74287,-118.1741,27.1,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Everport,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,2,5,105.9,High
366886630,EXY JOHNSON,Feeder Container,33.73653,-118.27791,0.1,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Busan,2250.0,0.9,2.0,0,95.0,1,0,0,3,0,105.4,High
220414000,GJERTRUD MAERSK,Feeder Container,33.7297,-118.25632,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
368165030,V.A. SAN PEDRO      ,Feeder Container,33.72343,-118.28049,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,APM Terminals,Hong Kong,2250.0,0.9,2.0,0,95.0,1,0,0,0,1,105.9,High
367014480,DURANGO             ,Feeder Container,33.74273,-118.19762,0.2,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Everport,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,2,3,105.9,High
367308610,SARAH C.            ,Feeder Container,33.75321,-118.22374,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Taipei,2250.0,0.9,2.0,0,95.0,1,0,0,4,8,106.2,High
367507960,DB SALTA VERDE      ,Feeder Container,33.75377,-118.22393,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Hong Kong,2250.0,0.9,2.0,0,95.0,1,0,0,4,1,105.9,High
367044560,PILOT BOAT BANNING  ,Feeder Container,33.76275,-118.26568,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,0,0,3,7,105.9,High
366892000,JAMIE ANN           ,Feeder Container,33.76638,-118.22176,5.4,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Busan,2250.0,0.9,2.0,0,95.0,1,0,0,4,0,105.4,High
368351350,MARMAC 304          ,Feeder Container,33.74489,-118.22442,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Yang Ming,Hong Kong,2250.0,0.9,2.0,0,95.0,1,0,0,4,1,105.9,High
367565520,LANA                ,Feeder Container,33.73178,-118.25685,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
367689990,HARBOR KING         ,Feeder Container,33.72248,-118.26241,8.6,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,TraPac,Taipei,2250.0,0.9,2.0,0,95.0,1,0,0,3,8,106.2,High
367090960,DREAM ON,Feeder Container,33.74761,-118.14352,6.6,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,China Shipping,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,1,5,105.9,High
352002625,MAERSK GLACIER      ,Feeder Container,33.69312,-118.14093,0.2,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,China Shipping,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,1,3,105.9,High
563296700,ONE FORTUNE         ,Feeder Container,33.74363,-118.19444,0.0,False,False,2026-08-27 23:44:35.867124+00:00,2026-08-27,8,3,35,2026,Feeder Container,Everport,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,2,5,105.9,High
366926740,TIM QUIGG,Feeder Container,33.75293,-118.26595,8.6,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,3,6,105.9,High
338429333,LAFD FB23           ,Feeder Container,33.73413,-118.26726,4.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,3,6,105.9,High
366760650,LEADER              ,Feeder Container,33.74024,-118.2781,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
367175860,INDEPENDENCE,Feeder Container,33.76599,-118.27768,5.2,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Taipei,2250.0,0.9,2.0,0,95.0,1,0,0,3,8,106.2,High
368136950,HERCULES            ,Feeder Container,33.74025,-118.27802,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
368024740,LB PILOT BOAT  ORION,Feeder Container,33.74724,-118.21566,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Singapore,2250.0,0.9,2.0,0,95.0,1,0,0,4,7,105.9,High
311000267,QUANTUM OF THE SEAS,Feeder Container,33.7083,-118.24824,9.0,True,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
368237190,GO BEYOND           ,Feeder Container,33.74608,-118.22472,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,4,6,105.9,High
366999662,CG HALIBUT,Feeder Container,33.69341,-118.23968,10.3,True,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Busan,2250.0,0.9,2.0,0,95.0,1,0,0,4,0,105.4,High
367421990,H R MORRIS          ,Feeder Container,33.75295,-118.22093,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,4,2,105.9,High
366977270,VICTORY             ,Feeder Container,33.70914,-118.25073,8.7,True,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Ningbo,2250.0,0.9,2.0,0,95.0,1,0,0,3,4,106.0,High
367704150,KRISTINA            ,Feeder Container,33.76227,-118.19548,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Everport,Tokyo,2250.0,0.9,2.0,0,95.0,1,0,0,2,9,106.2,High
368266520,HERO                ,Feeder Container,33.76996,-118.21426,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Tokyo,2250.0,0.9,2.0,0,95.0,1,0,0,4,9,106.2,High
367004260,CABRILLO            ,Feeder Container,33.76757,-118.21697,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,4,2,105.9,High
367330510,PATRICIA ANN,Feeder Container,33.72895,-118.27546,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Busan,2250.0,0.9,2.0,0,95.0,1,0,0,3,0,105.4,High
441701000,SM LONG BEACH       ,Feeder Container,33.76778,-118.23627,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Ningbo,2250.0,0.9,2.0,0,95.0,1,0,0,4,4,106.0,High
367019310,QUIN DELTA          ,Feeder Container,33.75501,-118.22417,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Ningbo,2250.0,0.9,2.0,0,95.0,1,0,0,4,4,106.0,High
368165820,V.A.POINT FERMIN    ,Feeder Container,33.72349,-118.28054,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,APM Terminals,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,0,6,105.9,High
366994250,MASCO ENDEAVOR      ,Feeder Container,33.73186,-118.26416,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,3,5,105.9,High
538070708,CIELO MARE          ,Feeder Container,33.72414,-118.27973,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
538009136,BLUE GRASS MARINER  ,Feeder Container,33.68327,-118.12181,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,China Shipping,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,1,6,105.9,High
368084540,DELTA TERESA        ,Feeder Container,33.75892,-118.27688,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Taipei,2250.0,0.9,2.0,0,95.0,1,0,0,3,8,106.2,High
368133450,DARRELL HIATT       ,Feeder Container,33.7308,-118.26216,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,0,0,3,7,105.9,High
367396670,Z-THREE             ,Feeder Container,33.76371,-118.25701,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Tokyo,2250.0,0.9,2.0,0,95.0,1,0,0,3,9,106.2,High
566207000,GREAT 61            ,Feeder Container,33.75722,-118.26286,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Busan,2250.0,0.9,2.0,0,95.0,1,0,0,3,0,105.4,High
636024201,ZIM FALCON          ,Feeder Container,33.76656,-118.2737,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,3,6,105.9,High
368171260,MADELINE B HAMILTON ,Feeder Container,33.73087,-118.26195,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,0,0,3,3,105.9,High
232018901,HYUNDAI PLUTO       ,Feeder Container,33.75937,-118.2738,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
367401030,DELTA BILLIE        ,Feeder Container,33.73983,-118.27814,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,0,0,3,7,105.9,High
367569830,BARBARA J MULHOLLAND,Feeder Container,33.743,-118.27598,7.9,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
367308610,SARAH C.            ,Feeder Container,33.75321,-118.22375,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Ningbo,2250.0,0.9,2.0,0,95.0,1,0,0,4,4,106.0,High
368171390,BROOKS M HAMILTON   ,Feeder Container,33.76028,-118.2745,6.5,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,0,0,3,2,105.9,High
369355000,GEORGE III,Feeder Container,33.7695,-118.22844,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,Yang Ming,Shenzhen,2250.0,0.9,2.0,0,95.0,1,0,0,4,6,105.9,High
367533290,MARIE CHERAMIE,Feeder Container,33.73448,-118.27075,0.0,False,False,2026-08-28 23:32:19.414337+00:00,2026-08-28,8,4,35,2026,Feeder Container,TraPac,Shanghai,2250.0,0.9,2.0,0,95.0,1,0,0,3,5,105.9,High
366926740,TIM QUIGG,Feeder Container,33.76373,-118.25675,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Tokyo,2250.0,0.9,2.0,0,95.0,1,1,0,3,9,106.2,High
636026549,NAVE POLARIS,Ultra Large Container,33.77248,-118.22087,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Ultra Large Container,Yang Ming,Shanghai,16200.0,0.9,2.0,0,95.0,1,1,4,4,5,105.9,High
366998840,MILLENIUM MAVERICK  ,Feeder Container,33.76393,-118.25682,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Busan,2250.0,0.9,2.0,0,95.0,1,1,0,3,0,105.4,High
338118674,BAYWATCH19          ,Feeder Container,33.71329,-118.28302,0.2,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,APM Terminals,Hong Kong,2250.0,0.9,2.0,0,95.0,1,1,0,0,1,105.9,High
566482000,APL YANG SHAN,Feeder Container,33.76512,-118.27773,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,3,7,105.9,High
367533290,MARIE CHERAMIE,Feeder Container,33.73449,-118.27074,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,1,0,3,3,105.9,High
368165820,V.A.POINT FERMIN,Feeder Container,33.72351,-118.28053,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,APM Terminals,Jakarta,2250.0,0.9,2.0,0,95.0,1,1,0,0,2,105.9,High
338881000,PRESIDENT LB JOHNSON,Feeder Container,33.73416,-118.24966,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,3,7,105.9,High
367014480,DURANGO             ,Feeder Container,33.7409,-118.19517,0.1,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Everport,Busan,2250.0,0.9,2.0,0,95.0,1,1,0,2,0,105.4,High
636022450,MSC AUDREY          ,Feeder Container,33.69378,-118.12899,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,China Shipping,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,1,7,105.9,High
366768030,STARSHIP EXPRESS    ,Feeder Container,33.76311,-118.19928,0.1,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Everport,Shenzhen,2250.0,0.9,2.0,0,95.0,1,1,0,2,6,105.9,High
366994250,MASCO ENDEAVOR      ,Feeder Container,33.73185,-118.26413,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Ningbo,2250.0,0.9,2.0,0,95.0,1,1,0,3,4,106.0,High
368418560,WENDY JO            ,Feeder Container,33.77098,-118.21392,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Tokyo,2250.0,0.9,2.0,0,95.0,1,1,0,4,9,106.2,High
367471080,ISABEL L            ,Feeder Container,33.73507,-118.27103,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Hong Kong,2250.0,0.9,2.0,0,95.0,1,1,0,3,1,105.9,High
367189890,LOREN C             ,Feeder Container,33.75393,-118.22424,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Ningbo,2250.0,0.9,2.0,0,95.0,1,1,0,4,4,106.0,High
367625810,DELTA AUDREY,Feeder Container,33.77308,-118.21748,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Shanghai,2250.0,0.9,2.0,0,95.0,1,1,0,4,5,105.9,High
477025400,OOCL BAUHINIA       ,Feeder Container,33.75774,-118.21405,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Shanghai,2250.0,0.9,2.0,0,95.0,1,1,0,4,5,105.9,High
367719640,CATALINA PROVIDER   ,Feeder Container,33.7493,-118.27369,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Hong Kong,2250.0,0.9,2.0,0,95.0,1,1,0,3,1,105.9,High
374527000,CARNIVAL PANORAMA,Feeder Container,33.7501,-118.18682,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Everport,Hong Kong,2250.0,0.9,2.0,0,95.0,1,1,0,2,1,105.9,High
368159190,LB PILOT POLARIS 3  ,Feeder Container,33.7364,-118.20594,20.2,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Tokyo,2250.0,0.9,2.0,0,95.0,1,1,0,4,9,106.2,High
367192970,CAT EXPRESS         ,Feeder Container,33.74835,-118.27405,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Shenzhen,2250.0,0.9,2.0,0,95.0,1,1,0,3,6,105.9,High
367580930,TRIUMPHANT          ,Feeder Container,33.69688,-118.31429,0.8,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,APM Terminals,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,0,7,105.9,High
368088820,MORTY               ,Feeder Container,33.74793,-118.23223,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,Yang Ming,Manila,2250.0,0.9,2.0,0,95.0,1,1,0,4,3,105.9,High
366999709,CG@SOCKEYE,Feeder Container,33.72622,-118.2697,0.0,False,False,2026-08-29 17:40:12.065958+00:00,2026-08-29,8,5,35,2026,Feeder Container,TraPac,Shanghai,2250.0,0.9,2.0,0,95.0,1,1,0,3,5,105.9,High
368012340,APACHE              ,Feeder Container,33.75167,-118.24029,0.0,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,1,0,3,3,105.9,High
636023071,NEW MAXIMUM         ,Feeder Container,33.71035,-118.21831,0.0,True,True,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,Yang Ming,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,4,7,105.9,High
368418560,WENDY JO            ,Feeder Container,33.77096,-118.21395,0.0,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,Yang Ming,Hong Kong,2250.0,0.9,2.0,0,95.0,1,1,0,4,1,105.9,High
366998840,MILLENIUM MAVERICK  ,Feeder Container,33.76393,-118.25682,0.0,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,TraPac,Singapore,2250.0,0.9,2.0,0,95.0,1,1,0,3,7,105.9,High
367569830,BARBARA J MULHOLLAND,Feeder Container,33.7635,-118.25708,0.0,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,TraPac,Manila,2250.0,0.9,2.0,0,95.0,1,1,0,3,3,105.9,High
368171260,MADELINE B HAMILTON ,Feeder Container,33.72998,-118.26355,0.2,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,TraPac,Jakarta,2250.0,0.9,2.0,0,95.0,1,1,0,3,2,105.9,High
636025329,MSC CALAIS          ,Feeder Container,33.75482,-118.23068,0.0,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,Yang Ming,Shanghai,2250.0,0.9,2.0,0,95.0,1,1,0,4,5,105.9,High
366760650,LEADER              ,Feeder Container,33.75233,-118.26957,6.3,False,False,2026-08-30 18:02:35.425211+00:00,2026-08-30,8,6,35,2026,Feeder Container,TraPac,Shanghai,2250.0,0.9,2.0,0,95.0,1,1,0,3,5,105.9,High
