year,month,terminal,vessel_calls,avg_turnaround,avg_dwell,total_teu,delay_rate,month_name
2019,7,TraPac,187,89.58502673796792,2.125133689839572,1821835,0.21390374331550802,Jul
2019,7,Yang Ming,203,89.77487684729064,2.12807881773399,1999209,0.1477832512315271,Jul
2019,8,APM Terminals,163,118.06625766871166,2.0196319018404907,1433536,0.1656441717791411,Aug
2019,8,China Shipping,181,116.95580110497238,2.1408839779005526,1845162,0.13259668508287292,Aug
2019,8,Everport,181,119.63756906077349,2.0475138121546963,1714704,0.16574585635359115,Aug
2019,8,TraPac,177,117.76666666666667,2.182485875706215,1823198,0.1694915254237288,Aug
2019,8,Yang Ming,199,118.63316582914572,2.084422110552764,1999625,0.18592964824120603,Aug
2019,9,APM Terminals,194,117.24226804123711,2.0860824742268043,1859722,0.20103092783505155,Sep
2019,9,China Shipping,188,118.02021276595744,2.173404255319149,1866244,0.19680851063829788,Sep
2019,9,Everport,190,118.55105263157895,2.149473684210526,1829328,0.19473684210526315,Sep
2019,9,TraPac,191,115.84921465968587,2.1575916230366494,1902094,0.23036649214659685,Sep
2019,9,Yang Ming,175,117.00914285714285,2.104,1692357,0.12571428571428572,Sep
2019,10,APM Terminals,191,117.94293193717277,2.102094240837696,1854884,0.18848167539267016,Oct
2019,10,China Shipping,189,115.91798941798942,2.0973544973544973,1818735,0.15343915343915343,Oct
2019,10,Everport,182,116.61593406593406,2.1032967032967034,1771686,0.26373626373626374,Oct
2019,10,TraPac,189,118.77089947089948,2.1560846560846563,1866338,0.1746031746031746,Oct
2019,10,Yang Ming,180,117.29777777777777,2.1172222222222223,1751589,0.20555555555555555,Oct
2019,11,APM Terminals,181,90.03093922651934,2.083425414364641,1674464,0.14917127071823205,Nov
2019,11,China Shipping,160,89.99,2.1225,1573139,0.15625,Nov
2019,11,Everport,171,88.58947368421052,2.054970760233918,1608128,0.15789473684210525,Nov
2019,11,TraPac,190,88.77684210526316,2.031578947368421,1780670,0.1631578947368421,Nov
2019,11,Yang Ming,153,90.70588235294117,2.0686274509803924,1423578,0.17647058823529413,Nov
2019,12,APM Terminals,185,89.9427027027027,2.110810810810811,1828279,0.1837837837837838,Dec
2019,12,China Shipping,181,88.40552486187845,2.035359116022099,1657421,0.16574585635359115,Dec
2019,12,Everport,141,90.9290780141844,2.1865248226950356,1451457,0.1347517730496454,Dec
2019,12,TraPac,167,91.43652694610778,2.1718562874251495,1681178,0.19760479041916168,Dec
2019,12,Yang Ming,174,90.79425287356322,2.1293103448275863,1759245,0.16091954022988506,Dec
2020,1,APM Terminals,165,91.42242424242424,2.1818181818181817,1710215,0.1696969696969697,Jan
2020,1,China Shipping,168,90.95654761904763,2.0571428571428574,1559459,0.19047619047619047,Jan
2020,1,Everport,145,88.21448275862069,2.113103448275862,1422660,0.13793103448275862,Jan
2020,1,TraPac,154,89.97792207792207,2.1506493506493505,1490643,0.17532467532467533,Jan
2020,1,Yang Ming,149,90.45838926174495,2.030201342281879,1403330,0.18120805369127516,Jan
2020,2,APM Terminals,126,91.57222222222222,2.2031746031746033,1346697,0.14285714285714285,Feb
2020,2,China Shipping,164,91.21646341463415,2.0634146341463415,1502392,0.1402439024390244,Feb
2020,2,Everport,143,88.51888111888113,2.165034965034965,1440148,0.0979020979020979,Feb
2020,2,TraPac,136,89.8485294117647,2.009558823529412,1244999,0.125,Feb
2020,2,Yang Ming,118,89.59491525423729,2.069491525423729,1092373,0.17796610169491525,Feb
2020,3,APM Terminals,181,89.52044198895028,2.1127071823204417,1733458,0.143646408839779,Mar
2020,3,China Shipping,164,88.35975609756098,2.15609756097561,1676978,0.1402439024390244,Mar
2020,3,Everport,187,88.97860962566845,2.057754010695187,1711252,0.12299465240641712,Mar
2020,3,TraPac,188,90.20212765957447,2.109042553191489,1827199,0.13829787234042554,Mar
2020,3,Yang Ming,161,91.0913043478261,2.1627329192546583,1636334,0.16149068322981366,Mar
2020,4,APM Terminals,116,53.70603448275862,2.6353448275862066,1058755,0.11206896551724138,Apr
2020,4,China Shipping,134,51.32313432835821,2.693283582089552,1309787,0.09701492537313433,Apr
2020,4,Everport,125,52.6824,2.6656,1181480,0.112,Apr
2020,4,TraPac,127,53.725984251968505,2.6724409448818895,1182705,0.07874015748031496,Apr
2020,4,Yang Ming,136,52.28970588235294,2.636029411764706,1261503,0.10294117647058823,Apr
2020,5,APM Terminals,138,54.05579710144927,2.7246376811594204,1344208,0.11594202898550725,May
2020,5,China Shipping,120,54.229166666666664,2.6858333333333335,1210649,0.06666666666666667,May
2020,5,Everport,132,56.003787878787875,2.620454545454545,1245536,0.11363636363636363,May
2020,5,TraPac,142,53.6887323943662,2.758450704225352,1445786,0.11971830985915492,May
2020,5,Yang Ming,130,55.65692307692307,2.691538461538461,1248837,0.06923076923076923,May
2020,6,APM Terminals,123,93.64471544715447,2.689430894308943,1122233,0.15447154471544716,Jun
2020,6,China Shipping,115,89.80608695652174,2.5956521739130434,1121921,0.1565217391304348,Jun
2020,6,Everport,130,90.52,2.7169230769230768,1317808,0.1,Jun
2020,6,TraPac,113,90.74601769911504,2.823893805309735,1182436,0.1415929203539823,Jun
2020,6,Yang Ming,141,89.36879432624113,2.6,1343933,0.14184397163120568,Jun
2020,7,APM Terminals,151,89.63509933774834,2.409271523178808,1559000,0.06622516556291391,Jul
2020,7,China Shipping,140,88.87785714285714,2.3407142857142857,1305146,0.18571428571428572,Jul
2020,7,Everport,168,86.60357142857143,2.2577380952380954,1543059,0.13095238095238096,Jul
2020,7,TraPac,161,91.15900621118013,2.411801242236025,1639193,0.18012422360248448,Jul
2020,7,Yang Ming,175,89.86914285714286,2.3057142857142856,1592631,0.13714285714285715,Jul
2020,8,APM Terminals,210,117.53333333333333,2.291904761904762,1950345,0.22380952380952382,Aug
2020,8,China Shipping,177,118.07966101694915,2.4135593220338984,1752279,0.1751412429378531,Aug
2020,8,Everport,178,119.54438202247192,2.343258426966292,1812578,0.16853932584269662,Aug
2020,8,TraPac,176,116.65511363636364,2.3806818181818183,1680545,0.21022727272727273,Aug
2020,8,Yang Ming,164,113.80121951219513,2.279268292682927,1521544,0.16463414634146342,Aug
2020,9,APM Terminals,180,115.84888888888888,2.095,1726620,0.2,Sep
2020,9,China Shipping,167,116.70718562874251,2.0832335329341314,1645676,0.20359281437125748,Sep
2020,9,Everport,183,116.90218579234971,2.129508196721311,1814553,0.2459016393442623,Sep
2020,9,TraPac,185,117.19675675675677,2.1405405405405404,1758046,0.16756756756756758,Sep
2020,9,Yang Ming,184,116.28532608695652,2.1619565217391306,1915535,0.20108695652173914,Sep
2020,10,APM Terminals,202,116.49752475247524,2.1054455445544553,1964991,0.18811881188118812,Oct
2020,10,China Shipping,172,117.19127906976745,2.193604651162791,1812458,0.18604651162790697,Oct
2020,10,Everport,214,116.27429906542056,2.1878504672897194,2180439,0.21962616822429906,Oct
2020,10,TraPac,181,116.33204419889502,2.0922651933701655,1753205,0.19889502762430938,Oct
2020,10,Yang Ming,194,117.47061855670103,2.106701030927835,1869476,0.1958762886597938,Oct
2020,11,APM Terminals,169,88.99940828402367,2.0698224852071005,1612758,0.1893491124260355,Nov
2020,11,China Shipping,172,91.08430232558139,2.1226744186046513,1609134,0.18023255813953487,Nov
2020,11,Everport,160,89.540625,2.1462499999999998,1688676,0.1375,Nov
2020,11,TraPac,163,88.33496932515338,2.0447852760736196,1523559,0.147239263803681,Nov
2020,11,Yang Ming,169,91.33550295857988,2.1153846153846154,1663394,0.17159763313609466,Nov
2020,12,APM Terminals,166,89.89518072289157,2.119879518072289,1629062,0.10843373493975904,Dec
2020,12,China Shipping,151,92.08211920529801,2.1,1454978,0.152317880794702,Dec
2020,12,Everport,142,90.69225352112676,2.073943661971831,1345295,0.11267605633802817,Dec
2020,12,TraPac,166,89.4132530120482,2.1108433734939758,1572104,0.14457831325301204,Dec
2020,12,Yang Ming,183,91.3535519125683,2.1562841530054646,1793775,0.1366120218579235,Dec
2021,1,APM Terminals,155,88.71741935483871,2.146451612903226,1564895,0.13548387096774195,Jan
2021,1,China Shipping,168,89.13988095238095,2.194642857142857,1672536,0.15476190476190477,Jan
2021,1,Everport,161,91.47453416149068,2.118633540372671,1560028,0.20496894409937888,Jan
2021,1,TraPac,163,91.09509202453988,2.17239263803681,1634225,0.17177914110429449,Jan
2021,1,Yang Ming,139,90.71654676258993,2.115107913669065,1355561,0.1366906474820144,Jan
2021,2,APM Terminals,138,91.80217391304349,2.0942028985507246,1313765,0.13043478260869565,Feb
2021,2,China Shipping,144,92.50208333333333,2.1243055555555554,1397541,0.1597222222222222,Feb
2021,2,Everport,150,91.29599999999999,2.0533333333333332,1386992,0.15333333333333332,Feb
2021,2,TraPac,152,87.3203947368421,2.1901315789473683,1557251,0.1513157894736842,Feb
2021,2,Yang Ming,121,87.3198347107438,2.0669421487603303,1063581,0.12396694214876033,Feb
2021,3,APM Terminals,160,90.296875,2.106875,1591621,0.11875,Mar
2021,3,China Shipping,169,89.19585798816568,2.0810650887573963,1642853,0.2485207100591716,Mar
2021,3,Everport,160,88.985,2.0787500000000003,1462475,0.14375,Mar
2021,3,TraPac,178,90.51741573033708,2.1162921348314607,1692513,0.10112359550561797,Mar
2021,3,Yang Ming,147,89.49727891156463,2.1142857142857143,1453613,0.17006802721088435,Mar
2021,4,APM Terminals,169,89.74437869822485,2.0976331360946747,1629007,0.10650887573964497,Apr
2021,4,China Shipping,179,90.31620111731844,2.018435754189944,1747280,0.18994413407821228,Apr
2021,4,Everport,173,91.37456647398844,2.0884393063583815,1613167,0.2023121387283237,Apr
2021,4,TraPac,181,90.14861878453038,2.116022099447514,1767991,0.143646408839779,Apr
2021,4,Yang Ming,169,92.22721893491124,2.093491124260355,1692016,0.15976331360946747,Apr
2021,5,APM Terminals,179,90.20279329608938,2.212849162011173,1882508,0.1452513966480447,May
2021,5,China Shipping,187,91.6812834224599,2.0844919786096257,1837215,0.13903743315508021,May
2021,5,Everport,176,89.72102272727273,2.15625,1722415,0.18181818181818182,May
2021,5,TraPac,169,87.3378698224852,2.07396449704142,1702615,0.16568047337278108,May
2021,5,Yang Ming,180,89.66555555555556,2.12,1719831,0.14444444444444443,May
2021,6,APM Terminals,179,89.06368715083799,2.0972067039106146,1724165,0.13966480446927373,Jun
2021,6,China Shipping,183,89.49234972677596,2.112568306010929,1732531,0.12021857923497267,Jun
2021,6,Everport,174,87.21264367816092,2.1442528735632185,1674796,0.16091954022988506,Jun
2021,6,TraPac,163,90.9282208588957,2.123926380368098,1577641,0.11042944785276074,Jun
2021,6,Yang Ming,181,88.90055248618785,1.997790055248619,1680376,0.17679558011049723,Jun
2021,7,APM Terminals,170,90.9935294117647,2.1558823529411764,1632703,0.08823529411764706,Jul
2021,7,China Shipping,189,90.0883597883598,2.0650793650793653,1831671,0.10582010582010581,Jul
2021,7,Everport,174,88.62586206896552,2.1798850574712643,1781231,0.1724137931034483,Jul
2021,7,TraPac,171,88.83567251461989,2.1140350877192984,1683617,0.11695906432748537,Jul
2021,7,Yang Ming,171,92.59649122807018,2.1292397660818714,1701439,0.13450292397660818,Jul
2021,8,APM Terminals,205,116.42243902439024,2.1395121951219513,2068029,0.2146341463414634,Aug
2021,8,China Shipping,211,117.42369668246447,2.074881516587678,2026684,0.25118483412322273,Aug
2021,8,Everport,188,116.49840425531916,2.1696808510638297,1908512,0.19680851063829788,Aug
2021,8,TraPac,184,115.19945652173914,2.053804347826087,1671086,0.22826086956521738,Aug
2021,8,Yang Ming,187,117.89786096256685,2.155614973262032,1865576,0.24064171122994651,Aug
2021,9,APM Terminals,147,249.71972789115648,2.546938775510204,1445833,0.42857142857142855,Sep
2021,9,China Shipping,144,251.3493055555556,2.566666666666667,1363751,0.3888888888888889,Sep
2021,9,Everport,130,252.55615384615388,2.5715384615384616,1281279,0.4230769230769231,Sep
2021,9,TraPac,131,252.38015267175575,2.659541984732824,1293131,0.4351145038167939,Sep
2021,9,Yang Ming,153,252.01568627450982,2.538562091503268,1451009,0.49019607843137253,Sep
2021,10,APM Terminals,155,253.43032258064514,2.6225806451612903,1587696,0.41935483870967744,Oct
2021,10,China Shipping,141,251.95957446808512,2.5829787234042554,1441667,0.41134751773049644,Oct
2021,10,Everport,140,252.785,2.6214285714285714,1391441,0.45,Oct
2021,10,TraPac,141,252.13262411347515,2.5936170212765957,1464622,0.3971631205673759,Oct
2021,10,Yang Ming,157,251.5783439490446,2.559872611464968,1496824,0.4012738853503185,Oct
2021,11,APM Terminals,113,250.95309734513276,2.5610619469026545,1073736,0.49557522123893805,Nov
2021,11,China Shipping,121,252.66446280991738,2.631404958677686,1176940,0.36363636363636365,Nov
2021,11,Everport,120,254.63500000000002,2.578333333333333,1208099,0.4083333333333333,Nov
2021,11,TraPac,120,251.76666666666668,2.6108333333333333,1237841,0.49166666666666664,Nov
2021,11,Yang Ming,119,251.82689075630253,2.5478991596638654,1178704,0.36134453781512604,Nov
2021,12,APM Terminals,180,250.54166666666666,2.16,1811017,0.3388888888888889,Dec
2021,12,China Shipping,166,252.43975903614458,2.2072289156626503,1750671,0.42168674698795183,Dec
2021,12,Everport,161,254.29254658385094,2.1372670807453416,1581158,0.36024844720496896,Dec
2021,12,TraPac,159,252.10314465408806,2.108176100628931,1542513,0.44025157232704404,Dec
2021,12,Yang Ming,181,250.8635359116022,2.043093922651934,1683137,0.4198895027624309,Dec
2022,1,APM Terminals,143,90.93076923076923,2.120979020979021,1359676,0.23076923076923078,Jan
2022,1,China Shipping,158,89.16012658227848,2.0056962025316456,1431692,0.13924050632911392,Jan
2022,1,Everport,136,88.70735294117648,2.1125000000000003,1309257,0.19117647058823528,Jan
2022,1,TraPac,142,91.38169014084508,2.0880281690140845,1332179,0.19014084507042253,Jan
2022,1,Yang Ming,163,90.5,2.0269938650306747,1553363,0.12883435582822086,Jan
2022,2,APM Terminals,139,90.20575539568345,2.130935251798561,1334359,0.1223021582733813,Feb
2022,2,China Shipping,135,90.20370370370371,2.2288888888888887,1421135,0.2074074074074074,Feb
2022,2,Everport,128,90.775,2.12578125,1234876,0.125,Feb
2022,2,TraPac,135,90.71333333333332,2.096296296296296,1274758,0.11851851851851852,Feb
2022,2,Yang Ming,122,91.07295081967213,2.0065573770491802,1125079,0.13934426229508196,Feb
2022,3,APM Terminals,175,89.81257142857143,2.076,1639085,0.18285714285714286,Mar
2022,3,China Shipping,166,89.95361445783132,2.092771084337349,1651141,0.12048192771084337,Mar
2022,3,Everport,169,89.54260355029587,2.1319526627218934,1692974,0.15384615384615385,Mar
2022,3,TraPac,183,90.77923497267759,2.115846994535519,1794471,0.14207650273224043,Mar
2022,3,Yang Ming,187,88.49946524064173,2.118716577540107,1848850,0.10160427807486631,Mar
2022,4,APM Terminals,138,90.8768115942029,2.153623188405797,1358820,0.14492753623188406,Apr
2022,4,China Shipping,177,89.4497175141243,2.0418079096045196,1613718,0.15254237288135594,Apr
2022,4,Everport,150,89.91133333333333,2.1086666666666667,1433758,0.12,Apr
2022,4,TraPac,160,88.94624999999999,2.103125,1509601,0.11875,Apr
2022,4,Yang Ming,164,91.13292682926829,2.147560975609756,1657748,0.1524390243902439,Apr
2022,5,APM Terminals,177,90.20960451977402,2.0728813559322035,1741047,0.1638418079096045,May
2022,5,China Shipping,214,88.97570093457944,2.0906542056074766,2075247,0.14953271028037382,May
2022,5,Everport,190,89.32684210526315,2.211578947368421,1970564,0.12105263157894737,May
2022,5,TraPac,161,89.5944099378882,2.196894409937888,1588653,0.16149068322981366,May
2022,5,Yang Ming,202,91.159900990099,2.1678217821782177,2067580,0.13366336633663367,May
2022,6,APM Terminals,163,91.0435582822086,2.046625766871166,1616725,0.10429447852760736,Jun
2022,6,China Shipping,174,88.4419540229885,2.0729885057471265,1659230,0.1781609195402299,Jun
2022,6,Everport,187,88.80641711229946,2.081283422459893,1738432,0.17647058823529413,Jun
2022,6,TraPac,183,88.6256830601093,2.136065573770492,1781475,0.14207650273224043,Jun
2022,6,Yang Ming,181,90.1353591160221,2.1121546961325968,1782941,0.11049723756906077,Jun
2022,7,APM Terminals,162,90.25802469135802,2.0925925925925926,1527178,0.18518518518518517,Jul
2022,7,China Shipping,169,89.25207100591716,2.19112426035503,1682412,0.1242603550295858,Jul
2022,7,Everport,171,89.04269005847952,1.9912280701754386,1515764,0.11695906432748537,Jul
2022,7,TraPac,197,88.59340101522844,2.193908629441624,2058096,0.20812182741116753,Jul
2022,7,Yang Ming,163,88.38588957055215,2.1791411042944784,1647083,0.1901840490797546,Jul
2022,8,APM Terminals,200,116.492,2.1645,2096701,0.23,Aug
2022,8,China Shipping,189,115.65555555555557,2.115873015873016,1854506,0.164021164021164,Aug
2022,8,Everport,186,115.4252688172043,2.2048387096774196,1934719,0.1881720430107527,Aug
2022,8,TraPac,182,117.73351648351648,2.076373626373626,1709162,0.17582417582417584,Aug
2022,8,Yang Ming,173,118.32890173410405,2.0826589595375724,1669267,0.20809248554913296,Aug
2022,9,APM Terminals,171,117.2654970760234,2.1157894736842104,1696490,0.23391812865497075,Sep
2022,9,China Shipping,205,116.22829268292682,2.1312195121951216,2008094,0.24878048780487805,Sep
2022,9,Everport,193,116.17098445595855,2.0922279792746115,1827364,0.17616580310880828,Sep
2022,9,TraPac,170,116.41117647058825,2.046470588235294,1616638,0.2411764705882353,Sep
2022,9,Yang Ming,183,117.71202185792349,2.115846994535519,1847377,0.2568306010928962,Sep
2022,10,APM Terminals,182,116.49065934065933,2.110989010989011,1827796,0.22527472527472528,Oct
2022,10,China Shipping,178,118.48202247191011,2.157303370786517,1811390,0.20786516853932585,Oct
2022,10,Everport,178,118.58595505617977,2.059550561797753,1640412,0.16292134831460675,Oct
2022,10,TraPac,211,118.21137440758294,2.028909952606635,1987808,0.18009478672985782,Oct
2022,10,Yang Ming,207,118.64009661835749,2.0990338164251208,2058713,0.17391304347826086,Oct
2022,11,APM Terminals,146,90.70205479452055,2.1315068493150684,1492459,0.11643835616438356,Nov
2022,11,China Shipping,163,91.25153374233129,2.1104294478527605,1586135,0.12269938650306748,Nov
2022,11,Everport,159,89.26163522012578,2.147798742138365,1564139,0.1069182389937107,Nov
2022,11,TraPac,165,92.52424242424243,2.08969696969697,1585198,0.18181818181818182,Nov
2022,11,Yang Ming,188,89.93882978723404,2.015957446808511,1693813,0.18085106382978725,Nov
2022,12,APM Terminals,173,90.78670520231213,2.1289017341040464,1709079,0.16184971098265896,Dec
2022,12,China Shipping,172,90.10116279069767,2.1843023255813954,1712729,0.18023255813953487,Dec
2022,12,Everport,171,88.15146198830409,2.0631578947368423,1613776,0.18128654970760233,Dec
2022,12,TraPac,167,91.30658682634731,2.0694610778443114,1514977,0.16167664670658682,Dec
2022,12,Yang Ming,174,90.09770114942529,2.082758620689655,1642679,0.12643678160919541,Dec
2023,1,APM Terminals,135,90.32962962962964,2.147407407407407,1331448,0.1259259259259259,Jan
2023,1,China Shipping,150,91.03266666666667,1.95,1332127,0.18,Jan
2023,1,Everport,159,89.89811320754717,2.112578616352201,1617645,0.1509433962264151,Jan
2023,1,TraPac,146,88.63356164383562,2.180821917808219,1514639,0.13013698630136986,Jan
2023,1,Yang Ming,155,89.84516129032258,2.0612903225806454,1469277,0.14193548387096774,Jan
2023,2,APM Terminals,130,92.74615384615385,2.2392307692307694,1358979,0.1076923076923077,Feb
2023,2,China Shipping,146,91.05616438356165,2.1616438356164385,1502730,0.14383561643835616,Feb
2023,2,Everport,134,88.90820895522388,2.0805970149253734,1327216,0.1791044776119403,Feb
2023,2,TraPac,111,90.49729729729731,2.099099099099099,1057598,0.15315315315315314,Feb
2023,2,Yang Ming,124,89.32499999999999,2.104032258064516,1202216,0.1532258064516129,Feb
2023,3,APM Terminals,170,91.00882352941177,2.127058823529412,1678131,0.1411764705882353,Mar
2023,3,China Shipping,159,90.18993710691824,2.077358490566038,1566981,0.15723270440251572,Mar
2023,3,Everport,182,89.95714285714286,2.125824175824176,1759499,0.1813186813186813,Mar
2023,3,TraPac,152,89.0,2.148026315789474,1573595,0.15789473684210525,Mar
2023,3,Yang Ming,172,88.71220930232558,2.1168604651162792,1647695,0.14534883720930233,Mar
2023,4,APM Terminals,156,88.99615384615385,2.198717948717949,1584466,0.14743589743589744,Apr
2023,4,China Shipping,144,89.72638888888889,2.071527777777778,1345675,0.19444444444444445,Apr
2023,4,Everport,147,88.67210884353742,2.1639455782312926,1541194,0.16326530612244897,Apr
2023,4,TraPac,158,89.73227848101266,2.098101265822785,1441461,0.10759493670886076,Apr
2023,4,Yang Ming,179,89.8782122905028,2.0743016759776536,1777753,0.1787709497206704,Apr
2023,5,APM Terminals,163,91.079754601227,2.084049079754601,1602093,0.10429447852760736,May
2023,5,China Shipping,182,91.1021978021978,2.1423076923076922,1866764,0.11538461538461539,May
2023,5,Everport,205,89.07317073170732,2.0829268292682928,2032552,0.13658536585365855,May
2023,5,TraPac,165,91.83454545454546,2.123030303030303,1664293,0.14545454545454545,May
2023,5,Yang Ming,147,88.85442176870748,2.1353741496598637,1485647,0.1564625850340136,May
2023,6,APM Terminals,164,89.39451219512196,2.075609756097561,1587510,0.17073170731707318,Jun
2023,6,China Shipping,166,91.67891566265061,2.160843373493976,1635868,0.1746987951807229,Jun
2023,6,Everport,188,90.46861702127659,2.079255319148936,1775218,0.14893617021276595,Jun
2023,6,TraPac,179,89.46480446927374,2.1938547486033517,1851922,0.18994413407821228,Jun
2023,6,Yang Ming,173,90.3277456647399,2.064161849710983,1576897,0.1329479768786127,Jun
2023,7,APM Terminals,174,92.44310344827586,2.108045977011494,1701447,0.20689655172413793,Jul
2023,7,China Shipping,193,90.35492227979275,2.2093264248704663,2094654,0.10362694300518134,Jul
2023,7,Everport,179,89.16033519553073,2.064245810055866,1619485,0.1564245810055866,Jul
2023,7,TraPac,158,91.0626582278481,2.132911392405063,1533339,0.15822784810126583,Jul
2023,7,Yang Ming,162,90.39753086419753,2.066049382716049,1567673,0.11728395061728394,Jul
2023,8,APM Terminals,186,117.197311827957,2.16505376344086,1868799,0.22043010752688172,Aug
2023,8,China Shipping,200,117.7255,2.119,1921591,0.18,Aug
2023,8,Everport,174,115.67298850574711,2.17183908045977,1803668,0.20689655172413793,Aug
2023,8,TraPac,187,116.06470588235294,2.087700534759358,1825064,0.19786096256684493,Aug
2023,8,Yang Ming,204,117.44166666666666,2.027941176470588,1898037,0.16176470588235295,Aug
2023,9,APM Terminals,178,118.38258426966291,2.142696629213483,1825960,0.1348314606741573,Sep
2023,9,China Shipping,179,116.07150837988826,2.142458100558659,1845785,0.1340782122905028,Sep
2023,9,Everport,214,116.62943925233645,2.097663551401869,2014319,0.16355140186915887,Sep
2023,9,TraPac,189,117.71640211640212,2.037037037037037,1793340,0.20105820105820105,Sep
2023,9,Yang Ming,186,117.71827956989246,2.193548387096774,1891047,0.20967741935483872,Sep
2023,10,APM Terminals,198,116.23030303030302,2.05,1812765,0.19696969696969696,Oct
2023,10,China Shipping,195,116.86358974358976,2.2317948717948717,2034311,0.2153846153846154,Oct
2023,10,Everport,171,116.446783625731,2.0619883040935676,1597658,0.14035087719298245,Oct
2023,10,TraPac,207,117.21594202898551,2.1623188405797102,2016611,0.1642512077294686,Oct
2023,10,Yang Ming,185,116.01189189189189,2.121081081081081,1844171,0.17297297297297298,Oct
2023,11,APM Terminals,183,89.38961748633879,2.1672131147540985,1906252,0.15846994535519127,Nov
2023,11,China Shipping,159,91.34213836477987,2.150943396226415,1634393,0.11949685534591195,Nov
2023,11,Everport,163,87.84110429447853,2.18159509202454,1679765,0.15950920245398773,Nov
2023,11,TraPac,167,90.1634730538922,2.081437125748503,1564185,0.15568862275449102,Nov
2023,11,Yang Ming,176,87.88579545454546,2.1522727272727273,1817378,0.17613636363636365,Nov
2023,12,APM Terminals,153,88.47712418300654,2.079738562091503,1490682,0.1437908496732026,Dec
2023,12,China Shipping,172,89.5389534883721,2.090697674418605,1747286,0.11046511627906977,Dec
2023,12,Everport,174,90.36149425287356,2.174137931034483,1774136,0.14942528735632185,Dec
2023,12,TraPac,156,91.1051282051282,2.0935897435897437,1538512,0.14102564102564102,Dec
2023,12,Yang Ming,150,91.71066666666667,2.131333333333333,1462805,0.13333333333333333,Dec
2024,1,APM Terminals,134,88.88507462686567,2.202238805970149,1372143,0.14925373134328357,Jan
2024,1,China Shipping,144,91.00833333333334,2.1333333333333333,1444264,0.16666666666666666,Jan
2024,1,Everport,140,90.39,2.1392857142857142,1423421,0.15714285714285714,Jan
2024,1,TraPac,140,89.74785714285714,2.144285714285714,1296442,0.15,Jan
2024,1,Yang Ming,128,89.98359375,2.2515625,1350355,0.1796875,Jan
2024,2,APM Terminals,123,87.74146341463415,2.126829268292683,1197086,0.13821138211382114,Feb
