date,terminal,month,predicted_turnaround,congestion_level,is_peak_season
2025-01-20,TraPac,1,89.64523423397273,Moderate,0
2025-01-20,APM Terminals,1,97.62709254389522,Moderate,0
2025-01-21,Everport,1,94.9502454916907,Moderate,0
2025-01-21,China Shipping,1,93.28808663904763,Moderate,0
2025-01-21,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-21,TraPac,1,89.44703728755239,Moderate,0
2025-01-21,APM Terminals,1,97.42889559747488,Moderate,0
2025-01-22,Everport,1,94.9502454916907,Moderate,0
2025-01-22,China Shipping,1,93.28808663904763,Moderate,0
2025-01-22,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-22,TraPac,1,89.44703728755239,Moderate,0
2025-01-22,APM Terminals,1,97.42889559747488,Moderate,0
2025-01-23,Everport,1,94.9502454916907,Moderate,0
2025-01-23,China Shipping,1,93.28808663904763,Moderate,0
2025-01-23,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-23,TraPac,1,89.44703728755239,Moderate,0
2025-01-23,APM Terminals,1,97.32732682515989,Moderate,0
2025-01-24,Everport,1,94.9502454916907,Moderate,0
2025-01-24,China Shipping,1,93.28808663904763,Moderate,0
2025-01-24,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-24,TraPac,1,89.44703728755239,Moderate,0
2025-01-24,APM Terminals,1,97.32732682515989,Moderate,0
2025-01-25,Everport,1,94.96635701558249,Moderate,0
2025-01-25,China Shipping,1,93.30419816293943,Moderate,0
2025-01-25,Yang Ming,1,91.24143138939093,Moderate,0
2025-01-25,TraPac,1,89.46314881144419,Moderate,0
2025-01-25,APM Terminals,1,97.32732682515989,Moderate,0
2025-01-26,Everport,1,95.0486205124303,Moderate,0
2025-01-26,China Shipping,1,93.38646165978724,Moderate,0
2025-01-26,Yang Ming,1,91.29731846922121,Moderate,0
2025-01-26,TraPac,1,89.46853905437138,Moderate,0
2025-01-26,APM Terminals,1,97.4095903220077,Moderate,0
2025-01-27,Everport,1,95.14844243811103,Moderate,0
2025-01-27,China Shipping,1,92.97717788313815,Moderate,0
2025-01-27,Yang Ming,1,91.42351681191947,Moderate,0
2025-01-27,TraPac,1,89.64523423397273,Moderate,0
2025-01-27,APM Terminals,1,97.62709254389522,Moderate,0
2025-01-28,Everport,1,94.9502454916907,Moderate,0
2025-01-28,China Shipping,1,92.77898093671782,Moderate,0
2025-01-28,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-28,TraPac,1,89.44703728755239,Moderate,0
2025-01-28,APM Terminals,1,97.42889559747488,Moderate,0
2025-01-29,Everport,1,94.9502454916907,Moderate,0
2025-01-29,China Shipping,1,92.77898093671782,Moderate,0
2025-01-29,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-29,TraPac,1,89.44703728755239,Moderate,0
2025-01-29,APM Terminals,1,97.42889559747488,Moderate,0
2025-01-30,Everport,1,94.9502454916907,Moderate,0
2025-01-30,China Shipping,1,92.77898093671782,Moderate,0
2025-01-30,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-30,TraPac,1,89.44703728755239,Moderate,0
2025-01-30,APM Terminals,1,97.32732682515989,Moderate,0
2025-01-31,Everport,1,94.9502454916907,Moderate,0
2025-01-31,China Shipping,1,92.77898093671782,Moderate,0
2025-01-31,Yang Ming,1,91.22531986549913,Moderate,0
2025-01-31,TraPac,1,89.44703728755239,Moderate,0
2025-01-31,APM Terminals,1,97.32732682515989,Moderate,0
2025-02-01,Everport,2,94.96635701558249,Moderate,0
2025-02-01,China Shipping,2,92.79509246060961,Moderate,0
2025-02-01,Yang Ming,2,91.24143138939093,Moderate,0
2025-02-01,TraPac,2,89.46314881144419,Moderate,0
2025-02-01,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-02,Everport,2,95.0486205124303,Moderate,0
2025-02-02,China Shipping,2,92.87735595745743,Moderate,0
2025-02-02,Yang Ming,2,91.29731846922121,Moderate,0
2025-02-02,TraPac,2,89.46853905437138,Moderate,0
2025-02-02,APM Terminals,2,97.4095903220077,Moderate,0
2025-02-03,Everport,2,95.14844243811103,Moderate,0
2025-02-03,China Shipping,2,92.97717788313815,Moderate,0
2025-02-03,Yang Ming,2,91.42351681191947,Moderate,0
2025-02-03,TraPac,2,89.64523423397273,Moderate,0
2025-02-03,APM Terminals,2,97.62709254389522,Moderate,0
2025-02-04,Everport,2,94.9502454916907,Moderate,0
2025-02-04,China Shipping,2,92.77898093671782,Moderate,0
2025-02-04,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-04,TraPac,2,89.44703728755239,Moderate,0
2025-02-04,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-05,Everport,2,94.9502454916907,Moderate,0
2025-02-05,China Shipping,2,92.77898093671782,Moderate,0
2025-02-05,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-05,TraPac,2,89.44703728755239,Moderate,0
2025-02-05,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-06,Everport,2,94.9502454916907,Moderate,0
2025-02-06,China Shipping,2,92.77898093671782,Moderate,0
2025-02-06,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-06,TraPac,2,89.44703728755239,Moderate,0
2025-02-06,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-07,Everport,2,94.9502454916907,Moderate,0
2025-02-07,China Shipping,2,92.77898093671782,Moderate,0
2025-02-07,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-07,TraPac,2,89.44703728755239,Moderate,0
2025-02-07,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-08,Everport,2,94.96635701558249,Moderate,0
2025-02-08,China Shipping,2,92.79509246060961,Moderate,0
2025-02-08,Yang Ming,2,91.24143138939093,Moderate,0
2025-02-08,TraPac,2,89.46314881144419,Moderate,0
2025-02-08,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-09,Everport,2,95.2067516575164,Moderate,0
2025-02-09,China Shipping,2,93.03548710254353,Moderate,0
2025-02-09,Yang Ming,2,91.45544961430731,Moderate,0
2025-02-09,TraPac,2,89.62667019945748,Moderate,0
2025-02-09,APM Terminals,2,97.5677214670938,Moderate,0
2025-02-10,Everport,2,95.14844243811103,Moderate,0
2025-02-10,China Shipping,2,92.97717788313815,Moderate,0
2025-02-10,Yang Ming,2,91.42351681191947,Moderate,0
2025-02-10,TraPac,2,89.64523423397273,Moderate,0
2025-02-10,APM Terminals,2,97.62709254389522,Moderate,0
2025-02-11,Everport,2,94.9502454916907,Moderate,0
2025-02-11,China Shipping,2,92.77898093671782,Moderate,0
2025-02-11,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-11,TraPac,2,89.44703728755239,Moderate,0
2025-02-11,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-12,Everport,2,94.9502454916907,Moderate,0
2025-02-12,China Shipping,2,92.77898093671782,Moderate,0
2025-02-12,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-12,TraPac,2,89.44703728755239,Moderate,0
2025-02-12,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-13,Everport,2,94.9502454916907,Moderate,0
2025-02-13,China Shipping,2,92.77898093671782,Moderate,0
2025-02-13,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-13,TraPac,2,89.44703728755239,Moderate,0
2025-02-13,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-14,Everport,2,94.9502454916907,Moderate,0
2025-02-14,China Shipping,2,92.77898093671782,Moderate,0
2025-02-14,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-14,TraPac,2,89.44703728755239,Moderate,0
2025-02-14,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-15,Everport,2,94.96635701558249,Moderate,0
2025-02-15,China Shipping,2,92.79509246060961,Moderate,0
2025-02-15,Yang Ming,2,91.24143138939093,Moderate,0
2025-02-15,TraPac,2,89.46314881144419,Moderate,0
2025-02-15,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-16,Everport,2,95.2067516575164,Moderate,0
2025-02-16,China Shipping,2,93.03548710254353,Moderate,0
2025-02-16,Yang Ming,2,91.45544961430731,Moderate,0
2025-02-16,TraPac,2,89.62667019945748,Moderate,0
2025-02-16,APM Terminals,2,97.5677214670938,Moderate,0
2025-02-17,Everport,2,95.14844243811103,Moderate,0
2025-02-17,China Shipping,2,93.70363860028448,Moderate,0
2025-02-17,Yang Ming,2,91.42351681191947,Moderate,0
2025-02-17,TraPac,2,89.64523423397273,Moderate,0
2025-02-17,APM Terminals,2,97.62709254389522,Moderate,0
2025-02-18,Everport,2,94.9502454916907,Moderate,0
2025-02-18,China Shipping,2,93.50544165386414,Moderate,0
2025-02-18,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-18,TraPac,2,89.44703728755239,Moderate,0
2025-02-18,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-19,Everport,2,94.9502454916907,Moderate,0
2025-02-19,China Shipping,2,93.50544165386414,Moderate,0
2025-02-19,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-19,TraPac,2,89.44703728755239,Moderate,0
2025-02-19,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-20,Everport,2,94.9502454916907,Moderate,0
2025-02-20,China Shipping,2,93.50544165386414,Moderate,0
2025-02-20,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-20,TraPac,2,89.44703728755239,Moderate,0
2025-02-20,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-21,Everport,2,94.9502454916907,Moderate,0
2025-02-21,China Shipping,2,93.50544165386414,Moderate,0
2025-02-21,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-21,TraPac,2,89.44703728755239,Moderate,0
2025-02-21,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-22,Everport,2,94.96635701558249,Moderate,0
2025-02-22,China Shipping,2,93.52155317775593,Moderate,0
2025-02-22,Yang Ming,2,91.24143138939093,Moderate,0
2025-02-22,TraPac,2,89.46314881144419,Moderate,0
2025-02-22,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-23,Everport,2,95.2067516575164,Moderate,0
2025-02-23,China Shipping,2,93.76194781968985,Moderate,0
2025-02-23,Yang Ming,2,91.45544961430731,Moderate,0
2025-02-23,TraPac,2,89.62667019945748,Moderate,0
2025-02-23,APM Terminals,2,97.5677214670938,Moderate,0
2025-02-24,Everport,2,95.14844243811103,Moderate,0
2025-02-24,China Shipping,2,93.70363860028448,Moderate,0
2025-02-24,Yang Ming,2,91.42351681191947,Moderate,0
2025-02-24,TraPac,2,89.64523423397273,Moderate,0
2025-02-24,APM Terminals,2,97.62709254389522,Moderate,0
2025-02-25,Everport,2,94.9502454916907,Moderate,0
2025-02-25,China Shipping,2,93.50544165386414,Moderate,0
2025-02-25,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-25,TraPac,2,89.44703728755239,Moderate,0
2025-02-25,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-26,Everport,2,94.9502454916907,Moderate,0
2025-02-26,China Shipping,2,93.50544165386414,Moderate,0
2025-02-26,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-26,TraPac,2,89.44703728755239,Moderate,0
2025-02-26,APM Terminals,2,97.42889559747488,Moderate,0
2025-02-27,Everport,2,94.9502454916907,Moderate,0
2025-02-27,China Shipping,2,93.50544165386414,Moderate,0
2025-02-27,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-27,TraPac,2,89.44703728755239,Moderate,0
2025-02-27,APM Terminals,2,97.32732682515989,Moderate,0
2025-02-28,Everport,2,94.9502454916907,Moderate,0
2025-02-28,China Shipping,2,93.50544165386414,Moderate,0
2025-02-28,Yang Ming,2,91.22531986549913,Moderate,0
2025-02-28,TraPac,2,89.44703728755239,Moderate,0
2025-02-28,APM Terminals,2,97.32732682515989,Moderate,0
2025-03-01,Everport,3,94.96635701558249,Moderate,0
2025-03-01,China Shipping,3,93.52155317775593,Moderate,0
2025-03-01,Yang Ming,3,91.24143138939093,Moderate,0
2025-03-01,TraPac,3,89.46314881144419,Moderate,0
2025-03-01,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-02,Everport,3,95.2067516575164,Moderate,0
2025-03-02,China Shipping,3,93.76194781968985,Moderate,0
2025-03-02,Yang Ming,3,91.45544961430731,Moderate,0
2025-03-02,TraPac,3,89.62667019945748,Moderate,0
2025-03-02,APM Terminals,3,97.49989882603985,Moderate,0
2025-03-03,Everport,3,95.14844243811103,Moderate,0
2025-03-03,China Shipping,3,93.70363860028448,Moderate,0
2025-03-03,Yang Ming,3,91.42351681191947,Moderate,0
2025-03-03,TraPac,3,89.64523423397273,Moderate,0
2025-03-03,APM Terminals,3,97.55926990284127,Moderate,0
2025-03-04,Everport,3,94.9502454916907,Moderate,0
2025-03-04,China Shipping,3,93.50544165386414,Moderate,0
2025-03-04,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-04,TraPac,3,89.44703728755239,Moderate,0
2025-03-04,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-05,Everport,3,94.9502454916907,Moderate,0
2025-03-05,China Shipping,3,93.50544165386414,Moderate,0
2025-03-05,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-05,TraPac,3,89.44703728755239,Moderate,0
2025-03-05,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-06,Everport,3,94.9502454916907,Moderate,0
2025-03-06,China Shipping,3,93.50544165386414,Moderate,0
2025-03-06,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-06,TraPac,3,89.44703728755239,Moderate,0
2025-03-06,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-07,Everport,3,94.9502454916907,Moderate,0
2025-03-07,China Shipping,3,93.50544165386414,Moderate,0
2025-03-07,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-07,TraPac,3,89.44703728755239,Moderate,0
2025-03-07,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-08,Everport,3,94.96635701558249,Moderate,0
2025-03-08,China Shipping,3,93.52155317775593,Moderate,0
2025-03-08,Yang Ming,3,91.24143138939093,Moderate,0
2025-03-08,TraPac,3,89.46314881144419,Moderate,0
2025-03-08,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-09,Everport,3,95.2067516575164,Moderate,0
2025-03-09,China Shipping,3,93.76194781968985,Moderate,0
2025-03-09,Yang Ming,3,91.45544961430731,Moderate,0
2025-03-09,TraPac,3,89.62667019945748,Moderate,0
2025-03-09,APM Terminals,3,97.49989882603985,Moderate,0
2025-03-10,Everport,3,95.14844243811103,Moderate,0
2025-03-10,China Shipping,3,93.70363860028448,Moderate,0
2025-03-10,Yang Ming,3,91.42351681191947,Moderate,0
2025-03-10,TraPac,3,89.64523423397273,Moderate,0
2025-03-10,APM Terminals,3,97.55926990284127,Moderate,0
2025-03-11,Everport,3,94.9502454916907,Moderate,0
2025-03-11,China Shipping,3,93.50544165386414,Moderate,0
2025-03-11,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-11,TraPac,3,89.44703728755239,Moderate,0
2025-03-11,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-12,Everport,3,94.9502454916907,Moderate,0
2025-03-12,China Shipping,3,93.50544165386414,Moderate,0
2025-03-12,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-12,TraPac,3,89.44703728755239,Moderate,0
2025-03-12,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-13,Everport,3,94.9502454916907,Moderate,0
2025-03-13,China Shipping,3,93.50544165386414,Moderate,0
2025-03-13,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-13,TraPac,3,89.44703728755239,Moderate,0
2025-03-13,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-14,Everport,3,94.9502454916907,Moderate,0
2025-03-14,China Shipping,3,93.50544165386414,Moderate,0
2025-03-14,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-14,TraPac,3,89.44703728755239,Moderate,0
2025-03-14,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-15,Everport,3,94.96635701558249,Moderate,0
2025-03-15,China Shipping,3,93.52155317775593,Moderate,0
2025-03-15,Yang Ming,3,91.24143138939093,Moderate,0
2025-03-15,TraPac,3,89.46314881144419,Moderate,0
2025-03-15,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-16,Everport,3,95.2067516575164,Moderate,0
2025-03-16,China Shipping,3,93.76194781968985,Moderate,0
2025-03-16,Yang Ming,3,91.45544961430731,Moderate,0
2025-03-16,TraPac,3,89.62667019945748,Moderate,0
2025-03-16,APM Terminals,3,97.49989882603985,Moderate,0
2025-03-17,Everport,3,95.14844243811103,Moderate,0
2025-03-17,China Shipping,3,93.70363860028448,Moderate,0
2025-03-17,Yang Ming,3,91.42351681191947,Moderate,0
2025-03-17,TraPac,3,89.64523423397273,Moderate,0
2025-03-17,APM Terminals,3,97.55926990284127,Moderate,0
2025-03-18,Everport,3,94.9502454916907,Moderate,0
2025-03-18,China Shipping,3,93.50544165386414,Moderate,0
2025-03-18,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-18,TraPac,3,89.44703728755239,Moderate,0
2025-03-18,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-19,Everport,3,94.9502454916907,Moderate,0
2025-03-19,China Shipping,3,93.50544165386414,Moderate,0
2025-03-19,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-19,TraPac,3,89.44703728755239,Moderate,0
2025-03-19,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-20,Everport,3,94.9502454916907,Moderate,0
2025-03-20,China Shipping,3,93.50544165386414,Moderate,0
2025-03-20,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-20,TraPac,3,89.44703728755239,Moderate,0
2025-03-20,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-21,Everport,3,94.9502454916907,Moderate,0
2025-03-21,China Shipping,3,93.50544165386414,Moderate,0
2025-03-21,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-21,TraPac,3,89.44703728755239,Moderate,0
2025-03-21,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-22,Everport,3,94.96635701558249,Moderate,0
2025-03-22,China Shipping,3,93.52155317775593,Moderate,0
2025-03-22,Yang Ming,3,91.24143138939093,Moderate,0
2025-03-22,TraPac,3,89.46314881144419,Moderate,0
2025-03-22,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-23,Everport,3,95.2067516575164,Moderate,0
2025-03-23,China Shipping,3,93.76194781968985,Moderate,0
2025-03-23,Yang Ming,3,91.45544961430731,Moderate,0
2025-03-23,TraPac,3,89.62667019945748,Moderate,0
2025-03-23,APM Terminals,3,97.49989882603985,Moderate,0
2025-03-24,Everport,3,95.14844243811103,Moderate,0
2025-03-24,China Shipping,3,93.70363860028448,Moderate,0
2025-03-24,Yang Ming,3,91.42351681191947,Moderate,0
2025-03-24,TraPac,3,89.64523423397273,Moderate,0
2025-03-24,APM Terminals,3,97.55926990284127,Moderate,0
2025-03-25,Everport,3,94.9502454916907,Moderate,0
2025-03-25,China Shipping,3,93.50544165386414,Moderate,0
2025-03-25,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-25,TraPac,3,89.44703728755239,Moderate,0
2025-03-25,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-26,Everport,3,94.9502454916907,Moderate,0
2025-03-26,China Shipping,3,93.50544165386414,Moderate,0
2025-03-26,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-26,TraPac,3,89.44703728755239,Moderate,0
2025-03-26,APM Terminals,3,97.36107295642093,Moderate,0
2025-03-27,Everport,3,94.9502454916907,Moderate,0
2025-03-27,China Shipping,3,93.50544165386414,Moderate,0
2025-03-27,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-27,TraPac,3,89.44703728755239,Moderate,0
2025-03-27,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-28,Everport,3,94.9502454916907,Moderate,0
2025-03-28,China Shipping,3,93.50544165386414,Moderate,0
2025-03-28,Yang Ming,3,91.22531986549913,Moderate,0
2025-03-28,TraPac,3,89.44703728755239,Moderate,0
2025-03-28,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-29,Everport,3,94.96635701558249,Moderate,0
2025-03-29,China Shipping,3,93.52155317775593,Moderate,0
2025-03-29,Yang Ming,3,91.24143138939093,Moderate,0
2025-03-29,TraPac,3,89.46314881144419,Moderate,0
2025-03-29,APM Terminals,3,97.25950418410594,Moderate,0
2025-03-30,Everport,3,95.2067516575164,Moderate,0
2025-03-30,China Shipping,3,93.76194781968985,Moderate,0
2025-03-30,Yang Ming,3,91.45544961430731,Moderate,0
2025-03-30,TraPac,3,89.62667019945748,Moderate,0
2025-03-30,APM Terminals,3,97.49989882603985,Moderate,0
2025-03-31,Everport,3,95.14844243811103,Moderate,0
2025-03-31,China Shipping,3,93.70363860028448,Moderate,0
2025-03-31,Yang Ming,3,91.42351681191947,Moderate,0
2025-03-31,TraPac,3,89.64523423397273,Moderate,0
2025-03-31,APM Terminals,3,97.55926990284127,Moderate,0
2025-04-01,Everport,4,94.9502454916907,Moderate,0
2025-04-01,China Shipping,4,93.50544165386414,Moderate,0
2025-04-01,Yang Ming,4,91.22531986549913,Moderate,0
2025-04-01,TraPac,4,89.44703728755239,Moderate,0
2025-04-01,APM Terminals,4,97.36107295642093,Moderate,0
2025-04-02,Everport,4,94.9502454916907,Moderate,0
2025-04-02,China Shipping,4,93.50544165386414,Moderate,0
2025-04-02,Yang Ming,4,91.22531986549913,Moderate,0
2025-04-02,TraPac,4,89.44703728755239,Moderate,0
2025-04-02,APM Terminals,4,97.36107295642093,Moderate,0
2025-04-03,Everport,4,94.9502454916907,Moderate,0
2025-04-03,China Shipping,4,93.50544165386414,Moderate,0
2025-04-03,Yang Ming,4,91.22531986549913,Moderate,0
2025-04-03,TraPac,4,89.44703728755239,Moderate,0
2025-04-03,APM Terminals,4,97.25950418410594,Moderate,0
2025-04-04,Everport,4,94.9502454916907,Moderate,0
2025-04-04,China Shipping,4,93.50544165386414,Moderate,0
