arrival_date,terminal,vessel_calls,avg_turnaround,avg_dwell,total_teu,delay_count,delay_rate
2019-02-23,Yang Ming,3,75.26666666666667,1.8333333333333333,23305,0,0.0
2019-02-24,APM Terminals,4,104.875,2.175,30273,0,0.0
2019-02-24,China Shipping,6,98.25,2.216666666666667,59351,1,0.167
2019-02-24,Everport,7,90.97142857142856,1.9142857142857144,70812,2,0.286
2019-02-24,TraPac,5,85.97999999999999,2.18,61762,1,0.2
2019-02-24,Yang Ming,5,78.42,1.4200000000000002,33194,3,0.6
2019-02-25,APM Terminals,4,89.275,2.225,39257,1,0.25
2019-02-25,China Shipping,7,97.08571428571429,1.957142857142857,70756,2,0.286
2019-02-25,Everport,8,89.1125,1.95,72240,0,0.0
2019-02-25,TraPac,7,92.05714285714285,2.3000000000000003,70760,1,0.143
2019-02-25,Yang Ming,2,105.7,2.15,21570,0,0.0
2019-02-26,APM Terminals,7,88.0,2.1142857142857143,73445,1,0.143
2019-02-26,China Shipping,6,97.88333333333333,2.3833333333333333,61341,0,0.0
2019-02-26,Everport,2,93.6,2.5,21337,2,1.0
2019-02-26,TraPac,4,84.375,2.4,43653,2,0.5
2019-02-26,Yang Ming,3,80.43333333333334,1.5333333333333332,20857,0,0.0
2019-02-27,APM Terminals,6,94.86666666666667,1.7333333333333334,52110,0,0.0
2019-02-27,China Shipping,2,103.95,1.5499999999999998,10817,0,0.0
2019-02-27,Everport,8,88.1375,1.925,72216,2,0.25
2019-02-27,TraPac,4,103.7,2.5,44737,0,0.0
2019-02-27,Yang Ming,7,88.7,1.8857142857142857,50774,1,0.143
2019-02-28,APM Terminals,6,92.73333333333333,1.8833333333333335,41608,1,0.167
2019-02-28,China Shipping,5,90.4,2.3,49332,1,0.2
2019-02-28,Everport,5,81.17999999999999,2.32,52242,1,0.2
2019-02-28,TraPac,5,96.28,1.86,36667,0,0.0
2019-02-28,Yang Ming,6,86.05,2.1333333333333333,65607,2,0.333
2019-03-01,APM Terminals,3,88.39999999999999,2.033333333333333,26408,0,0.0
2019-03-01,China Shipping,5,89.42,2.12,44897,0,0.0
2019-03-01,Everport,8,96.3,2.1875,90542,4,0.5
2019-03-01,TraPac,6,91.88333333333333,2.1166666666666667,53332,0,0.0
2019-03-01,Yang Ming,7,90.74285714285715,2.1714285714285713,59638,0,0.0
2019-03-02,APM Terminals,9,89.9,2.177777777777778,93954,2,0.222
2019-03-02,China Shipping,4,89.775,2.475,44412,1,0.25
2019-03-02,Everport,7,95.61428571428571,2.1142857142857143,73758,3,0.429
2019-03-02,TraPac,3,87.46666666666665,2.266666666666667,23592,0,0.0
2019-03-02,Yang Ming,5,91.94,1.94,45719,1,0.2
2019-03-03,APM Terminals,7,80.91428571428571,2.4857142857142853,83925,1,0.143
2019-03-03,China Shipping,8,97.4875,2.175,89239,2,0.25
2019-03-03,Everport,10,90.13,2.4,106709,2,0.2
2019-03-03,TraPac,6,91.5,1.8666666666666665,40977,2,0.333
2019-03-03,Yang Ming,3,100.83333333333333,2.066666666666667,29397,0,0.0
2019-03-04,APM Terminals,5,84.58000000000001,2.38,51898,1,0.2
2019-03-04,China Shipping,8,88.575,2.0875,78554,1,0.125
2019-03-04,Everport,2,88.44999999999999,1.75,18016,0,0.0
2019-03-04,TraPac,4,85.35,2.325,44890,0,0.0
2019-03-04,Yang Ming,6,94.05,2.5333333333333337,65556,1,0.167
2019-03-05,APM Terminals,5,90.74,2.2,56143,1,0.2
2019-03-05,China Shipping,5,90.7,1.7600000000000002,40079,1,0.2
2019-03-05,Everport,3,89.63333333333333,1.5333333333333332,34829,1,0.333
2019-03-05,TraPac,7,94.3,2.242857142857143,80946,0,0.0
2019-03-05,Yang Ming,9,90.12222222222222,1.8777777777777775,71440,1,0.111
2019-03-06,APM Terminals,6,89.88333333333333,2.8833333333333333,82861,1,0.167
2019-03-06,China Shipping,4,86.8,2.65,38639,1,0.25
2019-03-06,Everport,4,96.35,1.8,34465,1,0.25
2019-03-06,TraPac,1,78.9,2.4,7272,0,0.0
2019-03-06,Yang Ming,2,89.05,1.7999999999999998,27124,0,0.0
2019-03-07,APM Terminals,8,91.425,2.1375,82212,1,0.125
2019-03-07,China Shipping,6,85.98333333333333,1.8833333333333335,41377,2,0.333
2019-03-07,Everport,3,86.7,2.6333333333333333,37809,1,0.333
2019-03-07,TraPac,12,92.88333333333333,2.033333333333333,121583,2,0.167
2019-03-07,Yang Ming,5,82.92,2.5,54016,0,0.0
2019-03-08,APM Terminals,8,91.675,2.1875,80867,1,0.125
2019-03-08,China Shipping,7,90.94285714285715,2.085714285714286,72584,1,0.143
2019-03-08,Everport,8,99.425,2.125,80883,3,0.375
2019-03-08,TraPac,8,85.4125,2.0375,70606,0,0.0
2019-03-08,Yang Ming,4,78.6,2.15,44850,1,0.25
2019-03-09,APM Terminals,8,97.2375,2.05,87182,0,0.0
2019-03-09,China Shipping,9,88.94444444444444,2.322222222222222,100428,2,0.222
2019-03-09,Everport,6,91.93333333333334,2.066666666666667,66830,0,0.0
2019-03-09,TraPac,10,87.71000000000001,2.56,114074,0,0.0
2019-03-09,Yang Ming,6,88.83333333333333,1.8333333333333333,52280,1,0.167
2019-03-10,APM Terminals,2,100.4,2.75,16129,0,0.0
2019-03-10,China Shipping,2,92.6,3.0999999999999996,31729,0,0.0
2019-03-10,Everport,4,89.75,2.475,39521,0,0.0
2019-03-10,TraPac,5,89.7,1.92,43185,1,0.2
2019-03-10,Yang Ming,2,80.15,1.9000000000000001,22431,0,0.0
2019-03-11,APM Terminals,5,84.53999999999999,2.0,40766,1,0.2
2019-03-11,China Shipping,5,94.62,2.2600000000000002,57287,1,0.2
2019-03-11,Everport,7,84.48571428571428,2.257142857142857,76814,2,0.286
2019-03-11,TraPac,2,94.6,1.9,16362,0,0.0
2019-03-11,Yang Ming,7,90.95714285714287,2.0,67148,1,0.143
2019-03-12,APM Terminals,4,84.1,2.175,49073,3,0.75
2019-03-12,China Shipping,5,77.86,2.06,49372,2,0.4
2019-03-12,Everport,6,86.18333333333332,1.6333333333333335,36955,2,0.333
2019-03-12,TraPac,4,93.4,2.625,51273,0,0.0
2019-03-12,Yang Ming,5,94.02000000000001,2.5799999999999996,67947,1,0.2
2019-03-13,APM Terminals,4,89.4,2.575,58928,0,0.0
2019-03-13,China Shipping,4,104.875,2.1,38757,1,0.25
2019-03-13,Everport,8,87.8,2.1625,94193,2,0.25
2019-03-13,TraPac,6,94.2,2.2833333333333337,62469,0,0.0
2019-03-13,Yang Ming,8,91.5125,1.975,59112,0,0.0
2019-03-14,APM Terminals,3,97.83333333333333,1.8666666666666665,29766,1,0.333
2019-03-14,China Shipping,7,84.51428571428572,2.142857142857143,72121,2,0.286
2019-03-14,Everport,4,87.775,2.3,44466,0,0.0
2019-03-14,TraPac,5,95.96000000000001,2.46,65417,0,0.0
2019-03-14,Yang Ming,1,73.0,2.2,10303,0,0.0
2019-03-15,APM Terminals,9,84.33333333333333,2.1888888888888887,95212,1,0.111
2019-03-15,China Shipping,7,90.11428571428571,2.3428571428571425,68639,2,0.286
2019-03-15,Everport,2,67.94999999999999,2.85,26651,1,0.5
2019-03-15,TraPac,6,82.01666666666667,1.9833333333333334,58384,0,0.0
2019-03-15,Yang Ming,6,96.06666666666666,2.35,70093,0,0.0
2019-03-16,APM Terminals,4,91.175,1.85,47036,2,0.5
2019-03-16,China Shipping,2,97.5,2.1500000000000004,26278,0,0.0
2019-03-16,Everport,5,105.4,2.7600000000000002,60826,1,0.2
2019-03-16,TraPac,5,92.16,2.12,60341,1,0.2
2019-03-16,Yang Ming,6,84.25,2.0,59762,0,0.0
2019-03-17,APM Terminals,2,89.25,1.4,13570,0,0.0
2019-03-17,China Shipping,5,87.06,2.92,65987,0,0.0
2019-03-17,Everport,6,82.18333333333334,2.5500000000000003,66859,2,0.333
2019-03-17,TraPac,5,102.0,2.12,61115,1,0.2
2019-03-17,Yang Ming,7,86.05714285714285,1.9142857142857141,62539,0,0.0
2019-03-18,APM Terminals,2,88.1,2.3,28033,0,0.0
2019-03-18,China Shipping,10,87.28999999999999,1.8699999999999999,94003,0,0.0
2019-03-18,Everport,3,86.63333333333333,1.8333333333333333,23849,0,0.0
2019-03-18,TraPac,6,85.5,2.5833333333333335,67312,1,0.167
2019-03-18,Yang Ming,7,90.25714285714285,1.9285714285714286,56214,0,0.0
2019-03-19,APM Terminals,5,90.58,1.9600000000000002,56336,1,0.2
2019-03-19,China Shipping,2,85.44999999999999,2.05,22419,0,0.0
2019-03-19,Everport,8,83.225,2.5124999999999997,106816,2,0.25
2019-03-19,TraPac,3,94.53333333333335,2.4666666666666663,43782,0,0.0
